time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;P
0.003;-0,45;0,37;0,79;0,12;-0,10;-0,23;-0,02;0,11;-0,05;0,00
0.003;-0,48;0,35;0,79;0,12;-0,10;-0,23;-0,02;0,11;-0,05;0,00
0.003;-0,47;0,38;0,73;0,12;-0,10;-0,23;-0,02;0,11;-0,05;0,00
0.004;-0,46;0,39;0,71;0,12;-0,10;-0,23;-0,02;0,11;-0,05;0,00
0.004;-0,46;0,39;0,71;0,01;0,02;-0,24;-0,02;0,11;-0,05;0,00
0.047;-0,46;0,39;0,71;0,01;0,02;-0,24;-0,08;0,37;-0,02;0,00
0.047;-0,46;0,39;0,71;0,17;0,35;-0,90;-0,08;0,37;-0,02;0,00
0.048;-0,46;0,40;0,70;0,17;0,35;-0,90;-0,08;0,37;-0,02;0,00
0.048;-0,50;0,37;0,68;0,17;0,35;-0,90;-0,08;0,37;-0,02;0,00
0.048;-0,67;0,40;0,69;0,17;0,35;-0,90;-0,08;0,37;-0,02;0,00
0.112;-0,67;0,40;0,69;-0,55;0,19;-0,56;-0,08;0,37;-0,02;0,00
0.113;-0,67;0,40;0,69;-0,55;0,19;-0,56;-0,11;1,21;0,20;0,00
0.113;-0,59;0,35;0,77;-0,55;0,19;-0,56;-0,11;1,21;0,20;0,00
0.113;-0,47;0,34;0,78;-0,55;0,19;-0,56;-0,11;1,21;0,20;0,00
0.114;-0,45;0,36;0,77;-0,55;0,19;-0,56;-0,11;1,21;0,20;0,00
0.163;-0,45;0,36;0,77;1,24;-0,03;0,09;-0,11;1,21;0,20;0,00
0.164;-0,45;0,36;0,77;1,24;-0,03;0,09;-0,09;1,17;0,10;0,00
0.164;-0,43;0,35;0,68;1,24;-0,03;0,09;-0,09;1,17;0,10;0,00
0.164;-0,44;0,35;0,66;1,24;-0,03;0,09;-0,09;1,17;0,10;0,00
0.165;-0,59;0,34;0,70;1,24;-0,03;0,09;-0,09;1,17;0,10;0,00
0.222;-0,59;0,34;0,70;0,52;-0,12;0,60;-0,09;1,17;0,10;0,00
0.222;-0,59;0,34;0,70;0,52;-0,12;0,60;-0,01;2,14;-0,09;0,00
0.223;-0,82;0,33;0,80;0,52;-0,12;0,60;-0,01;2,14;-0,09;0,00
0.223;-0,79;0,29;0,84;0,52;-0,12;0,60;-0,01;2,14;-0,09;0,00
0.224;-0,67;0,27;0,74;0,52;-0,12;0,60;-0,01;2,14;-0,09;0,00
0.256;-0,67;0,27;0,74;0,52;-0,12;0,60;-0,09;0,76;-0,13;0,00
0.257;-0,67;0,27;0,74;0,01;-0,60;0,88;-0,09;0,76;-0,13;0,00
0.257;-0,63;0,28;0,59;0,01;-0,60;0,88;-0,09;0,76;-0,13;0,00
0.316;-0,63;0,28;0,59;0,90;-0,49;1,97;-0,09;0,76;-0,13;0,00
0.317;-0,63;0,28;0,59;0,90;-0,49;1,97;0,09;1,86;-0,24;0,00
0.355;-1,12;0,34;0,50;0,90;-0,49;1,97;0,09;1,86;-0,24;0,00
0.355;-1,09;0,29;0,44;0,90;-0,49;1,97;0,09;1,86;-0,24;0,00
0.394;-1,09;0,29;0,44;-0,97;0,37;-0,56;0,09;1,86;-0,24;0,00
0.395;-1,09;0,29;0,44;-0,97;0,37;-0,56;0,08;2,15;-0,24;0,00
0.396;-0,92;0,35;0,33;-0,97;0,37;-0,56;0,08;2,15;-0,24;0,00
0.396;-0,85;0,44;0,30;-0,97;0,37;-0,56;0,08;2,15;-0,24;0,00
0.397;-0,85;0,34;0,24;-0,97;0,37;-0,56;0,08;2,15;-0,24;0,00
0.452;-0,85;0,34;0,24;-0,97;0,37;-0,56;-0,23;0,69;-0,28;0,00
0.453;-0,85;0,34;0,24;-0,71;-0,20;-0,58;-0,23;0,69;-0,28;0,00
0.454;-0,98;0,27;0,36;-0,71;-0,20;-0,58;-0,23;0,69;-0,28;0,00
0.454;-1,02;0,24;0,36;-0,71;-0,20;-0,58;-0,23;0,69;-0,28;0,00
0.454;-1,07;0,16;0,33;-0,71;-0,20;-0,58;-0,23;0,69;-0,28;0,00
0.511;-1,07;0,16;0,33;-0,71;-0,20;-0,58;-0,30;0,17;-0,01;0,00
0.512;-0,85;0,16;0,43;-0,71;-0,20;-0,58;-0,30;0,17;-0,01;0,00
0.512;-0,91;0,21;0,29;-0,71;-0,20;-0,58;-0,30;0,17;-0,01;0,00
0.513;-0,88;0,50;0,32;-0,71;-0,20;-0,58;-0,30;0,17;-0,01;0,00
0.513;-0,88;0,50;0,32;-0,62;-1,14;-0,29;-0,30;0,17;-0,01;0,00
0.568;-0,88;0,50;0,32;-0,62;-1,14;-0,29;-0,26;0,47;0,28;0,00
0.569;-0,88;0,50;0,32;0,80;0,50;-0,63;-0,26;0,47;0,28;0,00
0.569;-0,79;0,31;0,29;0,80;0,50;-0,63;-0,26;0,47;0,28;0,00
0.57;-0,74;0,24;0,27;0,80;0,50;-0,63;-0,26;0,47;0,28;0,00
0.57;-0,88;0,14;0,28;0,80;0,50;-0,63;-0,26;0,47;0,28;0,00
