time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;P
1.16;-0,55;-0,32;-0,04;6,76;-3,32;-3,40;-2,24;-1,38;-1,92;0,00
1.183;-1,86;-0,68;0,85;6,76;-3,32;-3,40;-2,24;-1,38;-1,92;0,00
1.212;-1,86;-0,68;0,85;-4,43;-3,69;1,48;-2,24;-1,38;-1,92;0,00
1.213;-1,86;-0,68;0,85;-4,88;-2,84;0,49;-2,24;-1,38;-1,92;0,00
1.231;-1,86;-0,68;0,85;-4,88;-2,84;0,49;-3,14;-3,26;-0,97;0,00
1.241;-2,07;-0,57;1,03;-4,88;-2,84;0,49;-3,14;-3,26;-0,97;0,00
1.271;-2,07;-0,57;1,03;-4,88;-2,84;0,49;-1,16;-0,95;0,23;0,00
1.28;-2,07;-0,57;1,03;-11,52;-4,08;5,66;-1,16;-0,95;0,23;0,00
1.281;-2,07;-0,57;1,03;-11,43;-3,94;5,41;-1,16;-0,95;0,23;0,00
1.311;-1,40;-0,33;0,83;-11,43;-3,94;5,41;-1,16;-0,95;0,23;0,00
1.35;-1,40;-0,33;0,83;-11,43;-3,94;5,41;-1,09;-1,34;0,71;0,00
1.351;-1,40;-0,33;0,83;-10,00;-1,76;4,37;-1,09;-1,34;0,71;0,00
1.379;-0,52;0,06;0,36;-10,00;-1,76;4,37;-1,09;-1,34;0,71;0,00
1.419;-0,52;0,06;0,36;0,18;1,59;0,24;-1,09;-1,34;0,71;0,00
1.42;-0,52;0,06;0,36;0,21;1,50;0,25;-1,09;-1,34;0,71;0,00
1.428;-0,52;0,06;0,36;0,21;1,50;0,25;-0,30;-0,09;0,36;0,00
1.448;-0,07;0,29;0,06;0,21;1,50;0,25;-0,30;-0,09;0,36;0,00
1.468;-0,07;0,29;0,06;0,21;1,50;0,25;0,74;0,24;-0,33;0,00
1.488;-0,07;0,29;0,06;5,94;4,54;-3,64;0,74;0,24;-0,33;0,00
1.489;-0,07;0,29;0,06;5,87;4,41;-3,56;0,74;0,24;-0,33;0,00
1.518;-0,01;0,31;-0,17;5,87;4,41;-3,56;0,74;0,24;-0,33;0,00
1.547;-0,01;0,31;-0,17;5,87;4,41;-3,56;1,32;1,85;-0,79;0,00
1.557;-0,01;0,31;-0,17;7,88;5,41;-5,91;1,32;1,85;-0,79;0,00
1.557;-0,01;0,31;-0,17;8,06;5,39;-5,21;1,32;1,85;-0,79;0,00
1.586;0,05;0,18;-0,20;8,06;5,39;-5,21;1,32;1,85;-0,79;0,00
1.625;0,05;0,18;-0,20;8,06;5,39;-5,21;1,15;3,32;-1,78;0,00
1.627;0,05;0,18;-0,20;8,42;4,53;-5,01;1,15;3,32;-1,78;0,00
1.656;-0,40;-0,28;0,47;8,42;4,53;-5,01;1,15;3,32;-1,78;0,00
1.666;-0,40;-0,28;0,47;8,42;4,53;-5,01;-0,81;1,09;-3,12;0,00
